User ID;Gender;Age;AnnualSalary;Purchased;;;;;;
397;Male;27;81500;no;;;;;;
35;Female;42;53000;no;;;;;;
145;Female;38;80000;no;;;;;;
941;Female;34;150500;si;;;;;;
736;Female;42;79000;no;;;;;;
68;Female;35;44500;no;;;;;;
641;Male;35;116500;no;;;;;;
668;Female;26;43000;no;;;;;;
673;Male;38;81500;no;;;;;;
768;Female;42;81500;no;;;;;;
117;Female;39;75000;si;;;;;;
633;Male;47;43000;no;;;;;;
418;Female;28;44000;no;;;;;;
993;Female;44;139000;si;;;;;;
902;Male;58;75500;si;;;;;;
331;Female;32;119500;si;;;;;;
918;Female;34;29500;no;;;;;;
622;Female;45;131000;si;;;;;;
86;Male;31;88500;no;;;;;;
392;Male;49;89000;si;;;;;;
162;Male;45;56500;no;;;;;;
978;Male;26;81500;no;;;;;;
624;Male;57;61500;si;;;;;;
640;Male;56;133000;si;;;;;;
26;Female;47;47000;no;;;;;;
741;Female;43;54500;no;;;;;;
704;Male;34;44500;no;;;;;;
199;Female;20;27500;no;;;;;;
130;Female;38;149500;si;;;;;;
179;Male;50;29500;si;;;;;;
427;Female;49;141000;si;;;;;;
275;Male;49;81500;si;;;;;;
330;Female;35;77000;no;;;;;;
813;Female;28;32500;no;;;;;;
390;Female;27;73500;no;;;;;;
774;Female;38;113000;si;;;;;;
469;Male;49;28000;si;;;;;;
652;Male;55;71500;si;;;;;;
729;Male;40;79500;no;;;;;;
648;Female;20;82000;no;;;;;;
92;Female;25;33500;no;;;;;;
904;Male;27;82500;no;;;;;;
614;Female;51;98500;si;;;;;;
756;Female;27;137000;si;;;;;;
316;Female;39;113500;no;;;;;;
325;Female;37;78000;si;;;;;;
953;Male;60;34000;si;;;;;;
675;Male;31;18500;no;;;;;;
373;Female;47;51000;si;;;;;;
879;Male;36;73500;no;;;;;;
806;Female;20;36000;no;;;;;;
770;Male;40;43500;no;;;;;;
387;Female;36;98500;si;;;;;;
394;Female;60;43500;no;;;;;;
911;Female;45;140500;si;;;;;;
922;Male;46;59000;no;;;;;;
419;Male;38;24500;no;;;;;;
426;Female;41;72000;no;;;;;;
10;Male;24;64500;no;;;;;;
547;Male;42;79500;no;;;;;;
174;Male;19;25000;no;;;;;;
467;Male;28;91500;no;;;;;;
502;Male;57;134500;si;;;;;;
553;Male;33;19500;no;;;;;;
293;Male;28;89000;no;;;;;;
719;Female;59;96500;si;;;;;;
759;Male;43;66500;no;;;;;;
740;Male;42;136500;si;;;;;;
87;Male;19;85000;no;;;;;;
753;Female;61;49500;si;;;;;;
389;Male;50;75500;no;;;;;;
792;Female;34;43000;no;;;;;;
783;Male;44;74500;no;;;;;;
487;Female;48;51500;si;;;;;;
84;Male;37;74000;no;;;;;;
59;Female;37;51500;no;;;;;;
153;Male;39;106000;si;;;;;;
920;Female;42;31500;no;;;;;;
535;Male;63;104500;si;;;;;;
883;Female;46;41000;si;;;;;;
750;Male;38;71500;si;;;;;;
320;Female;52;143500;si;;;;;;
458;Female;51;89500;si;;;;;;
396;Female;26;15000;no;;;;;;
416;Female;32;69500;no;;;;;;
575;Male;38;63500;no;;;;;;
659;Female;48;114500;si;;;;;;
208;Female;41;52500;no;;;;;;
534;Male;52;88500;si;;;;;;
97;Female;61;47500;si;;;;;;
628;Female;62;44500;no;;;;;;
682;Female;48;30000;si;;;;;;
970;Female;34;70500;no;;;;;;
496;Male;29;43000;no;;;;;;
762;Male;38;80500;si;;;;;;
495;Female;50;52500;si;;;;;;
574;Female;58;34500;si;;;;;;
514;Female;34;72000;no;;;;;;
873;Male;24;21500;no;;;;;;
867;Female;42;73500;no;;;;;;
272;Female;38;79500;no;;;;;;
383;Male;48;24500;si;;;;;;
178;Male;46;27500;si;;;;;;
739;Female;50;44000;no;;;;;;
47;Female;48;48500;no;;;;;;
625;Female;29;56500;no;;;;;;
801;Male;38;73500;no;;;;;;
615;Male;61;35500;si;;;;;;
606;Male;43;55500;no;;;;;;
206;Female;40;139500;si;;;;;;
997;Female;41;143500;si;;;;;;
216;Male;36;59500;no;;;;;;
898;Female;45;45000;si;;;;;;
77;Male;19;70000;no;;;;;;
529;Female;43;133000;no;;;;;;
769;Male;38;61000;no;;;;;;
845;Female;55;92500;si;;;;;;
239;Female;54;104000;si;;;;;;
459;Male;25;87000;no;;;;;;
949;Male;31;76000;no;;;;;;
552;Male;60;42000;si;;;;;;
317;Female;38;81500;no;;;;;;
692;Female;36;72500;no;;;;;;
683;Female;45;92500;si;;;;;;
209;Female;54;148500;si;;;;;;
187;Male;29;60500;no;;;;;;
170;Female;23;28000;no;;;;;;
244;Male;46;88000;si;;;;;;
512;Male;26;30000;no;;;;;;
679;Female;39;81500;no;;;;;;
838;Male;45;151500;si;;;;;;
224;Female;36;51500;no;;;;;;
600;Female;40;62500;no;;;;;;
808;Male;25;85500;no;;;;;;
171;Female;52;147500;si;;;;;;
220;Female;30;116000;no;;;;;;
956;Male;29;43000;no;;;;;;
936;Male;40;65000;no;;;;;;
333;Male;20;71500;no;;;;;;
854;Male;25;80000;no;;;;;;
58;Female;43;81500;si;;;;;;
716;Female;53;91500;si;;;;;;
773;Female;46;135500;no;;;;;;
835;Female;56;84500;si;;;;;;
350;Female;26;80000;no;;;;;;
164;Male;31;18000;no;;;;;;
379;Female;62;31500;si;;;;;;
637;Male;42;149000;si;;;;;;
841;Male;48;34500;si;;;;;;
205;Female;36;66500;no;;;;;;
243;Female;31;89000;no;;;;;;
361;Female;37;55500;no;;;;;;
269;Female;41;57500;no;;;;;;
31;Female;28;59500;no;;;;;;
745;Male;33;43000;no;;;;;;
880;Male;63;36500;si;;;;;;
938;Female;50;36000;si;;;;;;
910;Female;34;25000;no;;;;;;
284;Male;29;33500;no;;;;;;
71;Male;42;46500;no;;;;;;
143;Male;28;90500;no;;;;;;
452;Male;21;88000;no;;;;;;
252;Female;53;34000;si;;;;;;
810;Female;38;65000;no;;;;;;
541;Female;21;68000;no;;;;;;
237;Male;41;66500;no;;;;;;
931;Female;43;112000;si;;;;;;
664;Male;47;89500;si;;;;;;
616;Male;38;57500;no;;;;;;
566;Female;29;45500;no;;;;;;
853;Male;38;71000;no;;;;;;
169;Female;47;107000;si;;;;;;
472;Female;41;72000;no;;;;;;
865;Female;29;85500;no;;;;;;
791;Female;37;146000;si;;;;;;
878;Male;41;61500;no;;;;;;
271;Female;36;148500;si;;;;;;
763;Male;26;32000;no;;;;;;
98;Male;32;75500;no;;;;;;
621;Female;26;72000;no;;;;;;
113;Male;42;80500;no;;;;;;
576;Male;61;103500;si;;;;;;
862;Female;53;139500;si;;;;;;
896;Male;43;77500;no;;;;;;
32;Female;47;50000;si;;;;;;
871;Male;31;50500;no;;;;;;
944;Female;49;84500;no;;;;;;
888;Female;37;127500;si;;;;;;
761;Female;52;90000;si;;;;;;
533;Male;46;23000;si;;;;;;
245;Male;23;19500;no;;;;;;
102;Male;31;16500;no;;;;;;
961;Male;35;72000;no;;;;;;
976;Female;19;26000;no;;;;;;
685;Male;32;120000;si;;;;;;
2;Female;38;63500;no;;;;;;
858;Female;40;82500;no;;;;;;
434;Female;19;69500;no;;;;;;
849;Female;22;63000;no;;;;;;
66;Female;59;106500;si;;;;;;
795;Female;46;46500;si;;;;;;
876;Male;48;44500;no;;;;;;
843;Male;46;131500;si;;;;;;
537;Female;41;51000;no;;;;;;
851;Female;58;47000;si;;;;;;
163;Male;39;146500;si;;;;;;
141;Female;57;105500;si;;;;;;
339;Male;35;79000;no;;;;;;
262;Female;39;59000;no;;;;;;
210;Male;44;130500;si;;;;;;
261;Female;34;114500;no;;;;;;
720;Female;61;25500;si;;;;;;
725;Female;38;58500;no;;;;;;
430;Female;42;75000;no;;;;;;
425;Female;30;29500;no;;;;;;
506;Female;28;37000;no;;;;;;
421;Female;53;39500;si;;;;;;
157;Male;25;24500;no;;;;;;
214;Female;60;46000;si;;;;;;
149;Male;52;24500;si;;;;;;
609;Male;40;123500;si;;;;;;
754;Female;33;69000;no;;;;;;
259;Male;27;17500;no;;;;;;
309;Female;56;126500;si;;;;;;
246;Female;38;50000;no;;;;;;
5;Male;41;108500;si;;;;;;
138;Female;43;74500;no;;;;;;
140;Male;47;80500;si;;;;;;
236;Female;38;94500;si;;;;;;
777;Female;52;138000;si;;;;;;
708;Female;27;96000;si;;;;;;
765;Male;40;57000;no;;;;;;
334;Female;46;22000;no;;;;;;
198;Male;32;18000;no;;;;;;
852;Female;32;117000;no;;;;;;
490;Male;40;59000;no;;;;;;
548;Female;39;56500;no;;;;;;
22;Female;56;131500;si;;;;;;
587;Female;30;79000;no;;;;;;
96;Male;41;76500;no;;;;;;
690;Female;61;40500;si;;;;;;
463;Male;56;74500;si;;;;;;
799;Male;35;39000;no;;;;;;
194;Female;48;131000;si;;;;;;
836;Female;36;63000;no;;;;;;
314;Female;38;138500;si;;;;;;
43;Female;51;146000;si;;;;;;
913;Female;59;29000;si;;;;;;
72;Female;28;85500;no;;;;;;
975;Male;40;72500;si;;;;;;
270;Male;23;63000;no;;;;;;
315;Male;56;40500;si;;;;;;
176;Male;41;73500;no;;;;;;
49;Male;26;91500;no;;;;;;
36;Male;20;26500;no;;;;;;
297;Male;24;84000;no;;;;;;
985;Female;50;40500;si;;;;;;
158;Male;42;65000;no;;;;;;
658;Female;27;58000;no;;;;;;
341;Female;23;66000;no;;;;;;
718;Female;47;83500;no;;;;;;
550;Male;49;91500;si;;;;;;
901;Female;35;73500;no;;;;;;
151;Female;57;26000;si;;;;;;
285;Male;39;96000;si;;;;;;
570;Female;31;80500;no;;;;;;
833;Female;59;24500;si;;;;;;
127;Male;40;81500;si;;;;;;
76;Female;43;109500;si;;;;;;
915;Female;42;70000;no;;;;;;
549;Female;35;50000;no;;;;;;
217;Female;39;51500;no;;;;;;
582;Male;50;29500;si;;;;;;
694;Female;32;86000;no;;;;;;
186;Male;35;27000;no;;;;;;
518;Female;40;135500;si;;;;;;
513;Female;20;22500;no;;;;;;
147;Male;21;75500;no;;;;;;
491;Female;49;135500;si;;;;;;
889;Male;36;51500;no;;;;;;
907;Male;36;21500;no;;;;;;
601;Female;58;132500;si;;;;;;
875;Female;44;74500;no;;;;;;
455;Male;40;135500;si;;;;;;
526;Male;20;86000;no;;;;;;
568;Male;28;21500;no;;;;;;
75;Male;23;82500;no;;;;;;
930;Male;48;41000;si;;;;;;
38;Female;43;76500;no;;;;;;
713;Female;19;21000;no;;;;;;
515;Female;30;62000;no;;;;;;
146;Male;32;18000;no;;;;;;
991;Female;53;38500;si;;;;;;
377;Male;44;54500;no;;;;;;
227;Male;37;55000;no;;;;;;
406;Male;46;28000;si;;;;;;
21;Male;36;62500;no;;;;;;
809;Male;54;70000;si;;;;;;
630;Female;44;39000;no;;;;;;
507;Male;51;92500;si;;;;;;
107;Female;47;97500;no;;;;;;
966;Female;32;150000;si;;;;;;
481;Female;62;78500;si;;;;;;
816;Female;25;90500;no;;;;;;
893;Female;42;61500;no;;;;;;
986;Male;35;58000;no;;;;;;
967;Male;25;22000;no;;;;;;
982;Male;41;48500;no;;;;;;
803;Female;58;23000;si;;;;;;
9;Male;46;33500;si;;;;;;
822;Male;44;89500;si;;;;;;
360;Male;35;108000;no;;;;;;
200;Female;44;74500;no;;;;;;
610;Female;48;96000;si;;;;;;
593;Female;45;55500;no;;;;;;
584;Male;41;60500;no;;;;;;
925;Female;54;105500;si;;;;;;
410;Male;22;18000;no;;;;;;
717;Male;18;82000;no;;;;;;
33;Male;30;62500;no;;;;;;
115;Male;40;61000;no;;;;;;
556;Male;41;59000;no;;;;;;
636;Male;52;76500;no;;;;;;
947;Female;21;16000;no;;;;;;
929;Female;27;81500;no;;;;;;
442;Male;29;75000;no;;;;;;
159;Male;29;61000;no;;;;;;
959;Male;27;90000;no;;;;;;
152;Male;24;23000;no;;;;;;
256;Female;37;80000;no;;;;;;
296;Female;26;35000;no;;;;;;
37;Female;22;27000;no;;;;;;
144;Male;53;72000;si;;;;;;
764;Female;27;53500;no;;;;;;
51;Male;28;79000;no;;;;;;
523;Female;44;74500;no;;;;;;
399;Female;43;71500;no;;;;;;
61;Male;59;145500;si;;;;;;
329;Male;24;55000;no;;;;;;
165;Male;31;81500;no;;;;;;
362;Female;37;71000;no;;;;;;
195;Female;52;135500;no;;;;;;
950;Male;60;83000;si;;;;;;
644;Male;36;125000;si;;;;;;
188;Female;25;28500;no;;;;;;
787;Female;29;86500;no;;;;;;
493;Female;37;57000;no;;;;;;
53;Male;60;42000;si;;;;;;
409;Female;60;124500;si;;;;;;
260;Female;54;108000;si;;;;;;
3;Male;20;74000;no;;;;;;
223;Female;45;81500;no;;;;;;
344;Female;49;24500;no;;;;;;
18;Male;63;44500;si;;;;;;
109;Male;47;118500;si;;;;;;
864;Female;27;44500;no;;;;;;
474;Female;38;52500;no;;;;;;
793;Male;55;39000;si;;;;;;
632;Female;18;86000;no;;;;;;
300;Female;18;68000;no;;;;;;
323;Male;61;84500;si;;;;;;
847;Female;28;85000;no;;;;;;
326;Female;26;52000;no;;;;;;
204;Female;36;73500;no;;;;;;
619;Male;32;19500;no;;;;;;
727;Female;35;25000;no;;;;;;
136;Female;54;35500;si;;;;;;
468;Female;40;82500;no;;;;;;
706;Male;43;55500;no;;;;;;
483;Female;46;114500;si;;;;;;
298;Female;24;89000;no;;;;;;
897;Male;37;144000;si;;;;;;
386;Female;46;74000;no;;;;;;
447;Male;43;105500;si;;;;;;
677;Female;48;52500;si;;;;;;
304;Male;42;108500;si;;;;;;
380;Male;50;89500;si;;;;;;
914;Male;30;49000;no;;;;;;
538;Male;33;31000;no;;;;;;
650;Male;39;71000;no;;;;;;
702;Male;40;54500;no;;;;;;
7;Female;51;134000;no;;;;;;
305;Female;53;22500;si;;;;;;
393;Male;37;100500;si;;;;;;
780;Female;40;80500;no;;;;;;
654;Male;22;73500;no;;;;;;
870;Female;41;115500;si;;;;;;
866;Female;45;82500;si;;;;;;
12;Male;29;90500;no;;;;;;
137;Female;60;89500;si;;;;;;
101;Male;38;93500;si;;;;;;
623;Female;47;42500;si;;;;;;
290;Male;34;112000;si;;;;;;
45;Male;30;17000;no;;;;;;
234;Female;44;82500;no;;;;;;
307;Male;29;80500;no;;;;;;
562;Male;29;124500;si;;;;;;
376;Female;37;76500;no;;;;;;
711;Male;50;25500;si;;;;;;
6;Female;36;45500;no;;;;;;
788;Female;59;42000;no;;;;;;
643;Female;57;33000;si;;;;;;
310;Male;49;34500;si;;;;;;
530;Male;27;31500;no;;;;;;
318;Male;49;42500;si;;;;;;
859;Female;30;84500;no;;;;;;
336;Male;38;53500;no;;;;;;
709;Female;41;60000;no;;;;;;
278;Female;43;91500;si;;;;;;
413;Female;53;90500;si;;;;;;
749;Male;35;55000;no;;;;;;
594;Male;50;45500;no;;;;;;
366;Male;45;56500;no;;;;;;
201;Female;34;61500;no;;;;;;
525;Female;42;72500;no;;;;;;
666;Female;19;45500;no;;;;;;
29;Male;36;40500;no;;;;;;
665;Male;48;81500;no;;;;;;
444;Female;26;84000;no;;;;;;
57;Male;26;88500;no;;;;;;
746;Female;36;54000;no;;;;;;
834;Female;42;80000;si;;;;;;
995;Male;41;58500;no;;;;;;
11;Male;40;57000;no;;;;;;
653;Female;35;60000;no;;;;;;
358;Male;39;101500;si;;;;;;
79;Male;35;91000;si;;;;;;
671;Female;42;75500;no;;;;;;
872;Female;42;73500;no;;;;;;
672;Male;38;61000;no;;;;;;
8;Female;54;26000;si;;;;;;
129;Male;47;105000;si;;;;;;
328;Male;37;77000;no;;;;;;
161;Male;42;53500;no;;;;;;
368;Male;36;89500;no;;;;;;
499;Female;35;23000;no;;;;;;
308;Male;35;50000;no;;;;;;
771;Male;28;89500;no;;;;;;
180;Male;27;33500;no;;;;;;
44;Male;49;142500;no;;;;;;
265;Female;42;61500;no;;;;;;
855;Male;41;73500;no;;;;;;
363;Female;51;32500;si;;;;;;
840;Male;36;52000;no;;;;;;
999;Male;60;131500;si;;;;;;
17;Male;40;57000;no;;;;;;
133;Female;39;65500;no;;;;;;
955;Male;33;101500;si;;;;;;
894;Male;46;117000;si;;;;;;
503;Male;35;73000;no;;;;;;
869;Male;60;102000;si;;;;;;
48;Female;32;135000;si;;;;;;
617;Male;19;76000;no;;;;;;
874;Female;39;128500;si;;;;;;
578;Female;38;62500;no;;;;;;
312;Female;55;23500;si;;;;;;
110;Male;35;113500;si;;;;;;
13;Male;29;80000;no;;;;;;
734;Female;47;113000;si;;;;;;
670;Male;41;72000;no;;;;;;
603;Female;43;62500;no;;;;;;
189;Male;44;54500;no;;;;;;
559;Male;30;76500;no;;;;;;
226;Female;50;146500;si;;;;;;
837;Female;52;114000;no;;;;;;
346;Female;28;58500;no;;;;;;
733;Female;36;126000;si;;;;;;
306;Male;37;52000;no;;;;;;
448;Male;59;135500;si;;;;;;
585;Male;41;58500;no;;;;;;
726;Male;23;20000;no;;;;;;
391;Male;25;59500;no;;;;;;
56;Female;37;80000;no;;;;;;
286;Male;39;122000;si;;;;;;
482;Female;60;30500;si;;;;;;
595;Female;40;142000;si;;;;;;
100;Male;47;24500;si;;;;;;
807;Male;36;74500;no;;;;;;
111;Male;38;41500;no;;;;;;
939;Female;55;27500;si;;;;;;
215;Female;60;28500;si;;;;;;
449;Male;34;115000;no;;;;;;
55;Male;27;87500;no;;;;;;
288;Female;33;118500;no;;;;;;
817;Female;28;97500;si;;;;;;
543;Female;29;83000;no;;;;;;
752;Female;33;51000;no;;;;;;
516;Female;53;115500;no;;;;;;
856;Male;38;76500;no;;;;;;
50;Male;37;53000;no;;;;;;
627;Male;30;81500;no;;;;;;
657;Male;38;145500;si;;;;;;
4;Female;48;119000;si;;;;;;
433;Female;33;113000;no;;;;;;
238;Female;50;142500;si;;;;;;
940;Male;45;79000;no;;;;;;
193;Male;51;35500;si;;;;;;
80;Female;35;72000;no;;;;;;
988;Male;41;79000;no;;;;;;
784;Female;53;143000;si;;;;;;
475;Female;55;109500;si;;;;;;
240;Female;46;82000;no;;;;;;
969;Female;25;56500;no;;;;;;
580;Male;18;52000;no;;;;;;
945;Male;58;144000;si;;;;;;
